,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
1107,Cordoba,Calamuchita,Villa amancay,0,0,0,0,1,1,1,1,0
1108,Cordoba,Calamuchita,Villa berna,1,0,0,0,1,0,1,1,0
1109,Cordoba,Calamuchita,Villa ciudad parque los reartes,0,1,0,0,1,0,0,0,0
1110,Cordoba,Calamuchita,Villa ciudad parque los reartes (1a. sección),0,0,0,0,0,0,1,1,0
1111,Cordoba,Calamuchita,Villa ciudad parque los reartes (3a. sección),0,0,0,0,0,0,0,1,0
1112,Cordoba,Calamuchita,Villa del dique,1,0,0,1,1,1,0,1,0
1113,Cordoba,Calamuchita,Villa el tala,0,0,0,0,0,0,0,0,0
1114,Cordoba,Calamuchita,Villa general belgrano,0,1,0,0,1,1,1,1,1
1115,Cordoba,Calamuchita,Villa la rivera,0,0,0,0,0,0,0,0,0
1116,Cordoba,Calamuchita,Villa quillinzo,0,0,0,0,0,0,0,1,0
1117,Cordoba,Calamuchita,Villa rumipal,0,0,0,1,1,1,1,1,0
1118,Cordoba,Calamuchita,Villa san miguel,0,0,0,0,0,1,0,1,0
1119,Cordoba,Calamuchita,Villa yacanto,0,0,0,0,1,1,1,1,0
1120,Cordoba,Tercero Arriba,Tancacha,1,0,0,0,1,1,1,1,1
1121,Cordoba,Tercero Arriba,Villa ascasubi,0,0,0,0,1,1,1,1,0
1122,Cordoba,Totoral,Candelaria sur,0,0,0,0,0,0,0,0,0
1123,Cordoba,Totoral,Cañada de luque,0,0,0,0,1,1,1,0,0
1124,Cordoba,Totoral,Capilla de sitón,0,0,0,0,1,0,1,0,0
1125,Cordoba,Totoral,La pampa,0,0,0,0,0,0,0,0,0
1126,Cordoba,Totoral,La paz,0,0,0,0,0,0,0,0,0
1127,Cordoba,Totoral,Las peñas,1,0,0,0,1,1,1,1,0
1128,Cordoba,Totoral,Los mistoles,0,0,0,0,0,0,0,0,0
1129,Cordoba,Totoral,Santa catalina,0,0,0,0,0,0,0,0,0
1130,Cordoba,Totoral,Sarmiento,1,0,0,0,0,0,1,0,0
1131,Cordoba,Totoral,Simbolar,0,0,0,0,0,0,1,0,0
1132,Cordoba,Totoral,Sinsacate,0,0,0,0,1,1,1,0,0
1133,Cordoba,Totoral,Villa del totoral,1,0,0,1,1,1,1,1,0
1134,Cordoba,Tulumba,Cerro colorado,0,0,0,0,0,0,0,0,0
1135,Cordoba,Tulumba,Churqui cañada,0,0,0,0,0,0,0,0,0
1136,Cordoba,Tulumba,El rodeo,0,0,0,0,0,0,0,0,0
1137,Cordoba,Tulumba,El tuscal,0,0,0,0,0,0,1,0,0
1138,Jujuy,El Carmen,Monterrico,0,1,0,0,1,1,1,1,1
1139,Jujuy,El Carmen,Pampa blanca,1,1,0,0,1,1,1,1,1
1140,Jujuy,El Carmen,Perico,0,1,0,1,1,1,1,1,1
1141,Jujuy,El Carmen,Pila pardo,0,0,0,0,0,0,0,0,0
1142,Jujuy,El Carmen,Puesto viejo,0,1,0,0,1,1,1,0,1
1143,Jujuy,El Carmen,San isidro,0,0,0,0,0,0,0,0,0
1144,Jujuy,El Carmen,San juancito,0,0,0,0,1,0,0,0,0
1145,Jujuy,Humahuaca,Aparzo,0,0,0,0,0,0,0,0,0
1146,Jujuy,Humahuaca,Cianzo,0,0,0,0,0,0,0,0,0
1147,Jujuy,Humahuaca,Coctaca,0,0,0,0,0,0,0,0,0
1148,Jujuy,Humahuaca,El aguilar,0,0,0,0,1,1,1,0,1
1149,Jujuy,Humahuaca,Hipólito yrigoyen (est. iturbe),0,0,0,1,0,0,0,0,0
1150,Jujuy,Humahuaca,Humahuaca,1,0,0,0,1,1,1,1,1
1151,Jujuy,Humahuaca,Palca de aparzo,0,0,0,0,1,0,0,0,0
1152,Jujuy,Humahuaca,Palca de varas,0,0,0,0,0,0,0,0,0
1153,Jujuy,Humahuaca,Rodero,0,0,0,0,0,0,0,0,0
1154,Jujuy,Humahuaca,Tres cruces,0,0,0,1,1,0,1,0,0
1155,Jujuy,Humahuaca,Uquía (est. senador pérez),1,0,0,1,0,0,1,0,0
1156,Jujuy,Ledesma,Bananal,0,0,0,0,0,0,0,0,0
1157,Jujuy,Ledesma,Bermejito,0,0,0,0,0,0,0,0,0
1158,Jujuy,SANTA BARBARA,Santa clara,1,0,0,0,1,1,1,1,1
1159,Jujuy,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,1,0
1160,Jujuy,Santa Catalina,Casira,0,0,0,1,0,0,1,0,0
1161,Jujuy,Santa Catalina,Ciénega,0,0,0,1,0,0,0,0,0
1162,Jujuy,Santa Catalina,Cieneguillas,0,0,0,1,0,0,0,0,0
1163,Jujuy,Santa Catalina,Cusi cusi,0,0,0,1,0,0,1,0,0
1164,Jujuy,Santa Catalina,El angosto,0,0,0,0,0,0,0,0,0
1165,Jujuy,Santa Catalina,La ciénega,0,0,0,0,0,0,1,0,0
1166,Jujuy,Santa Catalina,Misarrumi,0,0,0,0,0,0,1,0,1
1167,Jujuy,Santa Catalina,Oratorio,0,0,0,1,0,0,1,0,0
1168,Jujuy,Santa Catalina,Paicone,0,0,0,1,0,0,0,0,0
1169,Jujuy,Santa Catalina,San juan de oros,0,0,0,0,0,0,0,0,0
1170,Jujuy,Santa Catalina,Santa catalina,0,0,0,1,0,0,0,0,1
1171,Jujuy,Santa Catalina,Yoscaba,0,0,0,0,0,0,0,0,0
1172,Jujuy,Susques,Catua,0,0,0,1,0,0,1,0,0
1173,Jujuy,Susques,Coranzuli,0,0,0,1,0,0,1,0,0
1174,Jujuy,Susques,El toro,0,0,0,1,0,0,0,0,1
1175,Jujuy,Susques,Huáncar,0,0,0,1,0,0,1,0,0
1176,Jujuy,Susques,Jama,0,0,0,1,0,0,0,0,0
1177,Jujuy,Susques,Mina providencia,0,0,0,1,0,0,0,0,0
1178,Jujuy,Susques,Olacapato,0,0,0,1,0,0,0,1,0
1179,Jujuy,Susques,Olaroz chico,0,0,0,1,0,0,1,1,1
1180,Jujuy,Susques,Pastos chicos,0,0,0,1,0,0,1,0,0
1181,Misiones,Iguazú,Villa cooperativa,0,0,0,0,0,0,0,0,0
1182,Misiones,Iguazú,Wanda,1,0,0,1,1,1,1,0,1
1183,Misiones,Leandro N. Alem,Almafuerte,0,0,0,0,1,0,0,1,0
1184,Misiones,Leandro N. Alem,Arroyo del medio,0,0,0,0,1,0,0,1,0
1185,Misiones,Leandro N. Alem,Caá - yarí,0,0,0,0,0,0,0,1,0
1186,Misiones,Leandro N. Alem,Cerro azul,0,1,0,1,1,0,1,1,1
1187,Misiones,Leandro N. Alem,Dos arroyos,0,0,0,1,1,0,1,0,0
1188,Misiones,Leandro N. Alem,Gobernador lópez,0,0,0,0,1,0,1,0,0
1189,Misiones,Leandro N. Alem,Leandro n. alem,1,1,0,1,1,1,1,0,0
1190,Misiones,Leandro N. Alem,Olegario v. andrade,0,0,0,0,0,0,0,1,0
1191,Misiones,Leandro N. Alem,Villa libertad (municipio caá yarí),0,0,0,0,0,0,0,0,0
1192,Misiones,Leandro N. Alem,Villa libertad (municipio leandro n. alem),0,1,0,0,0,0,0,0,0
1193,Misiones,Libertador Grl. San Martín,Capioví,1,1,0,0,1,1,1,1,1
1194,Misiones,Libertador Grl. San Martín,Capioviciño,0,0,0,0,0,0,0,0,0
1195,Misiones,Libertador Grl. San Martín,El alcázar,0,0,0,0,1,1,1,0,1
1196,Misiones,Libertador Grl. San Martín,Garuhapé,1,1,0,0,1,1,1,1,1
1197,Misiones,Libertador Grl. San Martín,Puerto rico,1,1,0,0,1,1,1,1,0
1198,Misiones,Libertador Grl. San Martín,Ruiz de montoya,1,1,0,0,1,0,1,1,1
1199,Misiones,Libertador Grl. San Martín,San alberto,0,0,0,0,0,0,0,0,0
1200,Misiones,Libertador Grl. San Martín,San gotardo,0,0,0,0,1,0,0,0,0
1201,Misiones,Libertador Grl. San Martín,San miguel,1,0,0,0,1,0,0,0,0
1202,Misiones,Libertador Grl. San Martín,Villa akerman,0,0,0,0,0,0,0,0,0
1203,Misiones,Libertador Grl. San Martín,Villa urrutia,0,0,0,0,0,0,0,0,0
1204,Misiones,Montecarlo,Bario ita,0,0,0,0,0,0,0,0,0
1205,Misiones,Montecarlo,Barrio cuatro bocas,0,0,0,0,0,0,0,0,0
1206,Misiones,Montecarlo,Barrio guatambu,0,0,0,0,0,0,0,0,0
1207,Misiones,Montecarlo,Caraguatay,0,0,0,0,1,1,1,0,0
1208,Misiones,Montecarlo,Laharrague,0,0,0,0,0,0,0,0,0
1209,Misiones,Montecarlo,Montecarlo,1,1,0,1,1,1,1,0,0
1210,Misiones,Montecarlo,Piray kilómetro 18,0,0,0,0,1,0,0,0,0
1211,Misiones,Montecarlo,Puerto piray,1,0,0,0,1,1,1,0,1
1212,Misiones,Montecarlo,Taruma,0,0,0,0,0,0,0,0,1
1213,Misiones,Montecarlo,Villa parodi,0,0,0,0,0,0,0,0,0
1214,Misiones,Oberá,Alberdi,0,0,0,1,1,1,1,1,0
1215,Misiones,Oberá,Barrio escuela 461,0,0,0,0,0,0,0,0,0
1216,Misiones,Eldorado,Valle hermoso,0,0,0,0,0,0,0,0,0
1217,Misiones,Eldorado,Villa roulet,0,0,0,0,0,0,0,0,0
1218,Misiones,General Manuel Belgrano,Almirante brown,0,0,0,0,1,0,0,0,0
1219,Misiones,General Manuel Belgrano,Bernardo de irigoyen,0,0,0,1,1,0,1,0,0
1220,Misiones,General Manuel Belgrano,Caburei,0,0,0,0,0,0,0,0,0
1221,Misiones,General Manuel Belgrano,Dos hermanas,0,0,0,0,1,0,0,0,0
1222,Misiones,General Manuel Belgrano,Integración,0,0,0,0,0,0,1,0,0
1223,Misiones,General Manuel Belgrano,Piñalito norte,0,0,0,0,1,0,0,0,0
1224,Misiones,General Manuel Belgrano,Puerto andresito,0,0,0,0,0,0,0,0,0
1225,Misiones,General Manuel Belgrano,Puerto deseado,0,0,0,0,0,0,0,0,0
1226,Misiones,General Manuel Belgrano,San antonio,0,0,0,0,1,1,1,0,0
1227,Misiones,Guaraní,El soberbio,0,0,0,0,1,0,1,1,1
1228,Misiones,Guaraní,Fracrán,0,0,0,0,1,1,0,1,0
1229,Misiones,Guaraní,San vicente,0,0,0,1,1,1,1,1,0
1230,Misiones,Iguazú,Esperanza,1,1,0,1,1,1,1,1,0
1231,Misiones,Iguazú,Libertad,1,0,0,0,1,1,1,0,0
1232,Misiones,Iguazú,Puerto iguazú,1,1,0,1,1,1,1,0,1
1233,Cordoba,Capital,Córdoba,1,1,1,1,1,1,1,1,1
1234,Cordoba,Capital,Jardín arenales,0,0,0,0,1,1,0,0,0
1235,Cordoba,Capital,La floresta,0,0,0,0,1,1,0,0,0
1236,Cordoba,Colón,1 de agosto,0,0,0,0,1,1,0,0,0
1237,Cordoba,Colón,Agua de oro,1,0,0,1,1,1,0,1,0
1238,Cordoba,Colón,Almirante brown,0,0,0,0,0,0,0,0,0
1239,Cordoba,Colón,Ascochinga,1,0,0,1,1,1,1,0,0
1240,Cordoba,Colón,Barrio nuevo río ceballos,0,0,0,0,0,0,0,0,0
1241,Cordoba,Colón,Canteras el sauce,0,0,0,0,0,0,0,0,0
1242,Cordoba,Colón,Casa bamba,0,0,0,0,0,1,0,0,0
1243,Cordoba,Colón,Ciudad de los niños,0,0,0,0,0,0,0,0,0
1244,Cordoba,Colón,Colonia caroya,1,1,0,1,1,1,1,1,0
1245,Buenos aires,La Matanza,Rafael castillo,1,1,1,1,1,1,1,1,0
1246,Buenos aires,La Matanza,Ramos mejía,1,1,1,1,1,1,1,1,1
1247,Buenos aires,La Matanza,San justo,1,1,1,1,1,1,1,1,1
1248,Buenos aires,La Matanza,Tapiales,1,1,1,1,1,1,1,1,1
1249,Buenos aires,La Matanza,Villa eduardo madero,1,1,1,1,1,1,1,1,0
1250,Catamarca,Santa María,Yapes,0,0,0,0,0,0,0,0,0
1251,Catamarca,Santa Rosa,Alijilán,0,0,0,0,1,0,1,0,1
1252,Catamarca,Santa Rosa,Bañado de ovanta,0,0,0,0,1,0,1,0,1
1253,Catamarca,Santa Rosa,Las cañas,0,0,0,0,0,0,0,0,0
1254,Catamarca,Santa Rosa,Lavalle,0,0,0,0,0,0,0,0,1
1255,Catamarca,Santa Rosa,Los altos,0,0,0,0,1,1,1,1,1
1256,Catamarca,Santa Rosa,Manantiales,0,0,0,0,0,0,0,0,0
1257,Catamarca,Santa Rosa,San pedro,0,0,0,0,1,0,0,0,0
1258,Catamarca,Tinogasta,Anillaco,0,0,0,0,0,0,0,0,0
1259,Catamarca,Tinogasta,Antinaco,0,0,0,0,0,0,0,0,0
1260,Catamarca,Tinogasta,Banda de lucero,0,0,0,0,0,0,0,0,0
1261,Catamarca,Tinogasta,Cerro negro,0,0,0,0,0,0,0,0,0
1262,Catamarca,Tinogasta,Copacabana,0,0,0,0,1,0,0,0,0
1263,Catamarca,Tinogasta,Cordobita,0,0,0,0,0,0,0,0,0
1264,Catamarca,Tinogasta,Costa de reyes,0,0,0,0,0,0,0,0,0
1265,Catamarca,Tinogasta,El pueblito,0,0,0,0,0,0,1,0,0
1266,Catamarca,Tinogasta,El puesto,0,0,0,0,0,0,0,0,0
1267,Catamarca,Tinogasta,El salado,0,0,0,0,0,0,0,0,0
1268,Catamarca,Tinogasta,Fiambalá,0,0,0,1,1,1,1,1,1
1269,Catamarca,Tinogasta,La puntilla,0,0,0,0,0,0,0,0,0
1270,Catamarca,Tinogasta,La ramadita,0,0,0,0,0,0,0,0,0
1271,Catamarca,Tinogasta,Los balverdis,0,0,0,0,0,0,0,0,0
1272,Catamarca,Tinogasta,Medanitos,0,0,0,0,1,0,0,0,0
1273,Catamarca,Tinogasta,Palo blanco,0,0,0,0,0,0,1,0,0
1274,Catamarca,Tinogasta,Pampa blanca,0,0,0,0,0,0,0,0,0
1275,Catamarca,Tinogasta,Punta del agua,0,0,0,0,0,0,0,0,0
1276,Catamarca,Tinogasta,Saujil,0,0,0,0,0,0,0,0,0
1277,Buenos aires,Berazategui,Guillermo e. hudson,1,1,1,1,1,1,1,0,0
1278,Buenos aires,Berazategui,Juan maría gutierrez,1,1,1,1,1,1,1,1,0
1279,Buenos aires,Berazategui,Pereyra,1,1,1,1,1,0,1,0,0
1280,Buenos aires,Berazategui,Plátanos,0,1,0,1,1,1,1,0,0
1281,Buenos aires,Berazategui,Ranelagh,1,1,1,1,1,1,1,0,1
1282,Buenos aires,Berazategui,Villa españa,1,1,0,1,1,1,1,0,0
1283,Buenos aires,Berisso,Barrio banco provincia,0,0,0,0,1,0,0,0,0
1284,Buenos aires,Berisso,Barrio el carmen (este),0,0,0,1,1,1,0,1,0
1285,Buenos aires,Berisso,Barrio universitario,0,0,0,0,1,1,0,0,0
1286,Buenos aires,Bragado,Asamblea,0,0,0,0,0,0,0,0,0
1287,Catamarca,Tinogasta,Tatón,0,0,0,0,1,0,1,0,0
1288,Buenos aires,La Matanza,Ciudad evita,1,1,1,1,1,1,1,1,0
1289,Buenos aires,La Matanza,Gonzalez catán,1,1,1,1,1,1,1,1,1
1290,Buenos aires,La Matanza,Gregorio de laferrere,1,1,1,1,1,1,1,1,0
1291,Buenos aires,La Matanza,Isidro casanova,1,1,1,1,1,1,1,1,0
1292,Buenos aires,La Matanza,La tablada,1,1,1,1,1,1,1,1,0
1293,Buenos aires,La Matanza,Lomas del mirador,1,1,1,1,1,1,1,1,0
1294,Buenos aires,Saladillo,Alvarez de toledo,0,0,0,1,0,1,1,0,0
1295,Buenos aires,Saladillo,Blaquier,0,0,0,0,0,0,0,0,0
1296,Buenos aires,Saladillo,Cazón,0,0,0,1,0,0,1,0,0
1297,Buenos aires,Saladillo,Del carril,0,0,0,0,1,0,1,1,0
1298,Buenos aires,Saladillo,Polvaredas,0,0,0,0,0,0,0,0,0
1299,Buenos aires,Saladillo,Saladillo,1,1,0,1,1,1,1,1,0
1300,Buenos aires,Salliqueló,Quenumá,0,0,0,0,0,0,0,0,0
1301,Buenos aires,Salliqueló,Salliqueló,1,0,1,0,1,1,1,0,1
1302,Buenos aires,Salto,Arroyo dulce,1,0,0,1,1,1,1,1,0
1303,Buenos aires,Salto,Berdier,0,0,0,0,0,0,0,0,0
1304,Buenos aires,Salto,Gahan,0,0,0,0,0,1,1,0,0
1305,Buenos aires,Salto,Inés indart,0,0,0,1,1,0,1,0,1
1306,Buenos aires,Salto,La invencible,0,0,0,0,1,0,0,0,0
1307,Buenos aires,Salto,Salto,1,1,1,1,1,1,1,0,0
1308,Caba,COMUNA 15,Parque chas,1,1,1,1,1,1,1,1,1
1309,Catamarca,Tinogasta,Tinogasta,1,0,0,1,1,0,1,0,1
1310,Catamarca,Valle Viejo,El bañado,0,0,0,0,0,0,0,0,0
1311,Catamarca,Valle Viejo,El portezuelo,0,0,0,0,0,1,0,0,1
1312,Catamarca,Valle Viejo,Huaycama,0,0,0,0,0,0,0,0,0
1313,Catamarca,Valle Viejo,Las tejas,0,0,0,0,1,1,0,0,0
1314,Catamarca,Valle Viejo,Polcos,0,0,0,1,0,0,0,0,0
1315,Catamarca,Valle Viejo,Pozo del mistol,0,0,0,1,0,0,0,0,0
1316,Catamarca,Valle Viejo,San isidro,0,0,0,1,1,1,0,1,0
1317,Cordoba,Colón,Colonia tirolesa,0,0,0,0,1,1,1,0,0
1318,Cordoba,Colón,Colonia vicente agüero,0,0,0,0,0,0,1,0,0
1319,Cordoba,Colón,Corral quemado,0,0,0,0,0,0,0,0,0
1320,Cordoba,Colón,Country chacras de la villa - country san isidro,0,0,0,0,1,1,0,0,0
1321,Cordoba,Colón,Dumesnil,0,0,0,1,1,0,0,0,0
1322,Cordoba,Colón,El diquecito,0,0,0,0,1,0,0,0,0
1323,Cordoba,Colón,El manzano,1,0,0,0,1,0,0,1,0
1324,Cordoba,Colón,El pueblito,0,0,0,0,0,1,0,0,0
1325,Cordoba,Colón,Estación colonia tirolesa,0,0,0,0,0,0,0,0,0
1326,Cordoba,Colón,General paz,1,0,0,0,1,1,1,0,0
1327,Cordoba,Colón,Jesús maría,1,1,0,1,1,1,1,0,0
1328,Cordoba,Colón,La calera,1,1,0,1,1,1,1,1,1
1329,Cordoba,Colón,La granja,1,0,0,1,1,0,1,1,0
1330,Cordoba,Colón,La morada,0,0,0,0,1,1,0,0,0
1331,Cordoba,Colón,La puerta,0,0,0,0,0,0,0,0,0
1332,Cordoba,Colón,Las corzuelas,0,0,0,0,1,0,0,0,0
1333,Cordoba,Colón,Los chañaritos,0,0,0,0,0,0,0,0,0
1334,Cordoba,Colón,Villa allende,1,1,0,1,1,1,1,1,0
1335,Cordoba,Colón,Villa cerro azul,1,0,0,0,0,0,0,1,0
1336,Cordoba,Colón,Villa corazon de maria,0,0,0,0,0,0,0,0,0
1337,Cordoba,Colón,Villa el fachinal - parque norte - guiñazú norte,1,0,0,0,0,0,1,0,1
1338,Cordoba,Colón,Villa los llanos - juárez celman,1,0,0,1,1,1,1,1,0
1339,Cordoba,Colón,Villa pastora,0,0,0,0,0,0,0,0,0
1340,Cordoba,Cruz del Eje,Alto de los quebrachos,0,0,0,0,0,0,0,1,0
1341,Cordoba,Cruz del Eje,Bañado de soto,0,0,0,0,0,0,0,1,0
1342,Cordoba,Cruz del Eje,Canteras quilpo,0,0,0,0,0,0,1,1,0
1343,Cordoba,Cruz del Eje,Cruz de caña,0,0,0,0,0,0,0,1,0
1344,Cordoba,Cruz del Eje,Cruz del eje,1,1,0,1,1,1,1,1,0
1345,Cordoba,Cruz del Eje,El brete,0,0,0,1,0,0,0,1,0
1346,Cordoba,Cruz del Eje,El rincón,0,0,0,0,0,0,0,0,0
1347,Cordoba,Cruz del Eje,Guanaco muerto,0,0,0,0,0,0,0,1,0
1348,Cordoba,Cruz del Eje,La banda,0,0,0,0,0,0,0,0,1
1349,Cordoba,Cruz del Eje,La batea,0,0,0,0,0,0,0,1,0
1350,Cordoba,Tulumba,Las arrias,1,0,0,0,1,1,1,0,0
1351,Cordoba,Tulumba,Lucio v. mansilla,0,0,0,0,1,1,1,0,0
1352,Cordoba,Tulumba,Rosario del saladillo,0,0,0,1,0,0,0,0,0
1353,Cordoba,Tulumba,San josé de la dormida,1,0,0,0,1,1,1,1,1
1354,Cordoba,Tulumba,San josé de las salinas,0,0,0,0,1,1,0,0,0
1355,Cordoba,Tulumba,San pedro norte,0,0,0,0,0,0,0,1,0
1356,Cordoba,Tulumba,Villa tulumba,0,0,0,1,1,1,1,1,0
1357,Cordoba,Unión,Aldea santa maría,0,0,0,0,0,0,0,0,0
1358,Cordoba,Unión,Alto alegre,1,1,0,1,1,1,1,0,0
1359,Cordoba,Unión,Ana zumarán,0,0,0,0,1,0,0,0,0
1360,Cordoba,Unión,Ballesteros,1,0,0,1,1,1,1,1,0
1361,Cordoba,Unión,Ballesteros sur,0,0,0,1,0,0,1,1,0
1362,Cordoba,Unión,Bell ville,1,1,0,1,1,1,1,0,0
1363,Cordoba,Unión,Benjamín gould,0,0,0,0,1,0,1,1,0
1364,Jujuy,Ledesma,Caimancito,1,0,0,0,1,1,1,1,1
1365,Jujuy,Ledesma,Calilegua,0,1,0,0,1,1,0,1,1
1366,Jujuy,Ledesma,Chalicán,0,0,0,0,1,0,0,1,0
1367,Jujuy,Ledesma,Fraile pintado,1,1,0,0,1,1,1,1,1
1368,Jujuy,Ledesma,Libertad,0,0,0,0,0,0,0,0,0
1369,Jujuy,Ledesma,Libertador general san martín (est. ledesma),1,1,0,1,1,1,1,1,1
1370,Jujuy,Ledesma,Maíz negro,0,0,0,0,0,0,0,0,0
1371,Jujuy,Ledesma,Paulina,0,0,0,0,0,0,0,0,0
1372,Jujuy,Ledesma,Pueblo ledesma,0,0,0,0,1,1,0,0,0
1373,Jujuy,Ledesma,Yuto,0,0,0,0,1,1,0,1,1
1374,Jujuy,Palpalá,Carahunco,1,0,0,0,0,0,1,0,1
1375,Jujuy,Palpalá,Centro forestal,1,0,0,0,0,0,1,0,0
1376,Jujuy,Palpalá,Mina 9 de octubre,0,0,0,0,0,0,0,0,0
1377,Jujuy,Palpalá,Palpalá (est. gral. manuel n. savio),1,1,0,1,1,1,1,1,1
1378,Jujuy,Palpalá,Rio blanco,0,0,0,0,1,1,0,0,0
1379,Jujuy,Rinconada,Casa colorada,0,0,0,0,0,0,0,0,0
1380,Buenos aires,Bragado,Bragado,1,1,1,1,1,1,1,1,0
1381,Buenos aires,Bragado,Comodoro py,0,0,0,1,1,1,0,1,0
1382,Buenos aires,Bragado,General o'brien,1,0,0,1,1,1,1,1,0
1383,Buenos aires,Bragado,Irala,0,1,0,0,1,0,1,1,0
1384,Buenos aires,Bragado,La limpia,0,0,0,0,0,0,0,0,0
1385,Buenos aires,Bragado,Máximo fernández (est. juan f. salaberry),0,0,0,0,0,0,0,0,0
1386,Buenos aires,Bragado,Mechita (est. mecha),1,1,0,0,0,0,0,1,0
1387,Buenos aires,Bragado,Olascoaga,0,0,0,0,0,0,0,1,0
1388,Buenos aires,Bragado,Warnes,1,0,0,0,0,0,0,1,0
1389,Buenos aires,Brandsen,Altamirano,0,0,0,0,1,0,1,0,0
1390,Buenos aires,Brandsen,Barrio el mirador,0,0,0,0,1,1,0,0,0
1391,Buenos aires,Brandsen,Barrio las golondrinas,0,0,0,0,1,1,0,0,0
1392,Buenos aires,Brandsen,Barrio los bosquecitos,0,0,0,0,0,0,0,0,0
1393,Buenos aires,Brandsen,Barrio parque las acacias,0,0,0,0,0,0,0,0,0
1394,Buenos aires,Brandsen,Campos de roca,0,0,0,0,1,1,0,0,0
1395,Buenos aires,Brandsen,Club de campo las malvinas,0,0,0,0,0,0,0,0,0
1396,Chaco,25 de Mayo,Napalpí,0,0,0,0,1,0,0,0,0
1397,Misiones,Libertador Grl. San Martín,Mbopicuá,0,0,0,0,0,0,0,0,0
1398,Misiones,Libertador Grl. San Martín,Puerto leoni,0,0,0,0,1,0,0,1,0
1399,Buenos aires,Carlos Casares,Carlos casares,1,1,1,1,1,1,1,1,0
1400,Buenos aires,Carlos Casares,Colonia mauricio,0,0,0,0,0,0,0,0,0
1401,Buenos aires,Carlos Casares,Hortensia,0,0,0,0,0,0,0,0,0
1402,Buenos aires,Carlos Casares,La sofía,0,0,0,0,1,1,0,1,0
1403,Buenos aires,Carlos Casares,Mauricio hirsch,0,0,0,0,0,0,1,1,0
1404,Buenos aires,Carlos Casares,Moctezuma,0,0,0,0,1,0,1,1,0
1405,Buenos aires,Carlos Casares,Ordoqui,0,0,0,0,0,0,0,0,0
1406,Buenos aires,Carlos Casares,Santo tomás,0,0,0,0,0,0,0,0,0
1407,Buenos aires,Carlos Casares,Smith,0,0,0,0,0,0,1,1,0
1408,Buenos aires,Carlos Tejedor,Carlos tejedor,1,1,1,1,1,1,1,1,0
1409,Buenos aires,Carlos Tejedor,Colonia seré,0,0,0,0,0,0,1,1,0
1410,Buenos aires,Carlos Tejedor,Curarú,0,0,0,0,0,0,1,1,0
1411,Buenos aires,Carlos Tejedor,Timote,0,0,0,0,0,0,1,1,0
1412,Buenos aires,Carlos Tejedor,Tres algarrobos (est. cuenca),0,0,0,0,1,1,1,1,1
1413,Buenos aires,Carmen de Areco,Carmen de areco,1,1,1,1,1,1,1,1,0
1414,Buenos aires,La Matanza,Villa luzuriaga,1,1,1,1,1,1,1,1,0
1415,Buenos aires,La Matanza,Virrey del pino,1,1,0,1,1,1,1,1,0
1416,Buenos aires,La Plata,Abasto,1,1,0,1,1,1,1,1,0
1417,Buenos aires,La Plata,Angel etcheverry,0,1,0,0,1,1,0,1,0
1418,Buenos aires,La Plata,Arana,0,0,0,0,0,0,0,1,0
1419,Buenos aires,La Plata,Arturo segui,0,1,0,0,1,1,1,0,0
1420,Buenos aires,La Plata,Barrio el carmen oeste,0,0,0,0,0,0,0,1,0
1421,Buenos aires,La Plata,Barrio el peligro,1,0,0,1,1,1,1,0,0
1422,Buenos aires,La Plata,Barrio gambier,0,0,0,0,1,1,0,1,0
1423,Buenos aires,La Plata,Barrio las malvinas,0,0,0,0,1,1,0,0,0
1424,Buenos aires,La Plata,Barrio las quintas,0,0,0,0,1,0,0,0,0
1425,Buenos aires,La Plata,Villa montoro,0,0,0,0,1,1,0,1,0
1426,Buenos aires,La Plata,Villa parque sicardi,0,0,0,0,1,1,0,1,0
1427,Buenos aires,Lanús,Gerli,1,1,1,1,1,1,1,0,0
1428,Buenos aires,Lanús,Lanús este,1,1,1,1,1,1,1,1,1
1429,Buenos aires,Lanús,Lanús oeste,0,1,1,1,1,1,1,1,0
1430,Buenos aires,Lanús,Monte chingolo,1,1,1,1,1,1,1,0,0
1431,Buenos aires,Lanús,Remedios escalada de san martin,1,1,1,1,1,1,1,1,0
1432,Buenos aires,San Cayetano,San cayetano,1,1,0,1,1,1,1,1,0
1433,Buenos aires,San Fernando,San fernando,1,1,1,1,1,1,1,1,0
1434,Buenos aires,San Fernando,Victoria,1,1,0,1,1,1,1,1,1
1435,Buenos aires,San Fernando,Virreyes,1,1,0,1,1,1,1,0,0
1436,Buenos aires,San Isidro,Acassuso,1,1,1,1,1,1,1,0,1
1437,Buenos aires,San Isidro,Beccar,1,1,0,1,1,1,1,1,0
1438,Buenos aires,San Miguel,Muñiz,1,1,1,1,1,1,1,0,0
1439,Buenos aires,San Miguel,San miguel,1,1,1,1,1,1,1,1,1
1440,Buenos aires,San Nicolás,Campos salles,0,0,0,0,0,0,0,0,0
1441,Buenos aires,San Nicolás,Conesa,1,0,0,1,1,1,1,1,1
1442,Buenos aires,San Nicolás,Erézcano,0,0,0,0,0,0,0,1,0
1443,Buenos aires,San Nicolás,General rojo,0,0,0,1,1,1,1,0,1
1444,Buenos aires,San Nicolás,La emilia,0,0,0,0,1,1,0,0,0
